"Attribute Label","Attribute Label","true"
"Attribute Type","Attribute Type","false"
"Back","Back","true"
"Behaves as tree","Behaves as tree","false"
"Catalog","Catalog","true"
"Close","Close","true"
"Code pool","Code pool","false"
"Config xml","Config xml","false"
"Create API","Create API","false"
"Create Link/View widget","Create Link/View widget","false"
"Create Module","Create Module","false"
"Create RSS feed","Create RSS feed","false"
"Create archive. I will install it later","Create archive. I will install it later","false"
"Create entity list page","Create entity list page","false"
"Create entity view page","Create entity view page","false"
"Create frontend files","Create frontend files","false"
"Create frontend list files","Create frontend list files","false"
"Create frontend view files","Create frontend view files","false"
"Create new module","Create new module","false"
"Create URL rewrites for entity view page","Create URL rewrites for entity view page"
"Current menu order","Current menu order","false"
"Decimal","Decimal","true"
"Default codepool","Default codepool","false"
"Default entity frontend list layout","Default entity frontend list layout","false"
"Default image","Default image","false"
"Default install setting","Default install setting","false"
"Default licence","Default licence","false"
"Default namespace","Default namespace","false"
"Default settings","Default settings","false"
"Depending on the attribute type you can/must configure additional data.","Depending on the attribute type you can/must configure additional data.","false"
"Design","Design","true"
"Display in rss feed","Display in rss feed","false"
"Display in widget","Display in widget","false"
"Download","Download","true"
"Each entity has a field called created_at and one called updated_at that remembers when the item was created and saved last. Setting these wo ""Yes"" will add these columns to the admin gird.","Each entity has a field called created_at and one called updated_at that remembers when the item was created and saved last. Setting these wo ""Yes"" will add these columns to the admin gird.","false"
"Each entity must have an attribute set to behave as ""Name""","Each entity must have an attribute set to behave as ""Name""","false"
"Each entity must have an attribute to behave as ""Name"". This attribute will be used to identify diffrent entitities among themselves. This option is available only for text attributes.","Each entity must have an attribute to behave as ""Name"". This attribute will be used to identify diffrent entitities among themselves. This option is available only for text attributes.","false"
"Edit ""%s"" module","Edit ""%s"" module","false"
"Entities","Entities","false"
"Entity %s","Entity %s","false"
"Entity - admin product tab","Entity - admin product tab","false"
"Entity - product relation model","Entity - product relation model","false"
"Entity Relations","Entity Relations","false"
"Entity behaves as tree","Entity behaves as tree","false"
"Entity children list block","Entity children list block","false"
"Entity code - plural","Entity code - plural","false"
"Entity code - singular","Entity code - singular","false"
"Entity default settings","Entity default settings","false"
"Entity fields","Entity fields","false"
"Entity label - plural","Entity label - plural","false"
"Entity label - singular","Entity label - singular","false"
"Entity list on product page","Entity list on product page","false"
"Entity list on product page template","Entity list on product page template","false"
"Entity list page template","Entity list page template","false"
"Entity name - plural","Entity name - plural","false"
"Entity name - singular","Entity name - singular","false"
"Entity product admin controller","Entity product admin controller","false"
"Entity sibling admin relation tab","Entity sibling admin relation tab","false"
"Entity sibling admin relation tab when first entity behaves as a tree","Entity sibling admin relation tab when first entity behaves as a tree","false"
"Entity sibling admin relation the second entity behaves as a tree","Entity sibling admin relation the second entity behaves as a tree","false"
"Entity sibling list block","Entity sibling list block","false"
"Entity sibling model","Entity sibling model","false"
"Entity sibling relation resource collection model","Entity sibling relation resource collection model","false"
"Entity sibling relation resource model","Entity sibling relation resource model","false"
"Entity siblings list template","Entity siblings list template","false"
"Entity tab on product form","Entity tab on product form","false"
"Entity view page template","Entity view page template","false"
"Extension %s already exists","Extension %s already exists","false"
"Extension name can not be empty.","Extension name can not be empty.","false"
"Fields","Fields","false"
"File","File","true"
"Fill in the Module name","Fill in the Module name","false"
"Fill in the Namespace","Fill in the Namespace","false"
"Flat entity RSS block.","Flat entity RSS block.","false"
"Flat entity admin abstract block.","Flat entity admin abstract block.","false"
"Flat entity admin block.","Flat entity admin block.","false"
"Flat entity admin controller (tree).","Flat entity admin controller (tree).","false"
"Flat entity admin controller.","Flat entity admin controller.","false"
"Flat entity admin edit form.","Flat entity admin edit form.","false"
"Flat entity admin edit form. (behaves as tree)","Flat entity admin edit form. (behaves as tree)","false"
"Flat entity admin edit tabs.","Flat entity admin edit tabs.","false"
"Flat entity admin edit tabs. (when entity behaves as tree).","Flat entity admin edit tabs. (when entity behaves as tree).","false"
"Flat entity admin file renderer.","Flat entity admin file renderer.","false"
"Flat entity admin form tab.","Flat entity admin form tab.","false"
"Flat entity admin grid.","Flat entity admin grid.","false"
"Flat entity admin image renderer.","Flat entity admin image renderer.","false"
"Flat entity admin widget chooser.","Flat entity admin widget chooser.","false"
"Flat entity admin widget controller.","Flat entity admin widget controller.","false"
"Flat entity front controller.","Flat entity front controller.","false"
"Flat entity frontend list block.","Flat entity frontend list block.","false"
"Flat entity frontend view block.","Flat entity frontend view block.","false"
"Flat entity helper.","Flat entity helper.","false"
"Flat entity image helper.","Flat entity image helper.","false"
"Flat entity link widget.","Flat entity link widget.","false"
"Flat entity model","Flat entity model","false"
"Flat entity resource model.","Flat entity resource model.","false"
"Flat entity view widget.","Flat entity view widget.","false"
"Flat tree entity resource model.","Flat tree entity resource model.","false"
"For each entity you can add one or more attributes/fields of different types.","For each entity you can add one or more attributes/fields of different types.","false"
"For more information check the <a href=""#"" class=""help-link"" onclick=""%s"">Help Tab</a>","For more information check the <a href=""#"" class=""help-link"" onclick=""%s"">Help Tab</a>","false"
"For security reasons you cannot name a module just like an existing one even in a different namespace: ""Catalog"", ""Sales"", ""Checkout""...","For security reasons you cannot name a module just like an existing one even in a different namespace: ""Catalog"", ""Sales"", ""Checkout""...","false"
"Frontend","Frontend","true"
"Frontend layout file","Frontend layout file","false"
"Frontend list children template","Frontend list children template","false"
"Frontend list template","Frontend list template","false"
"Frontend package","Frontend package","false"
"Frontend rss list","Frontend rss list","false"
"Frontend theme - layout","Frontend theme - layout","false"
"Frontend theme - templates","Frontend theme - templates","false"
"Frontend view template","Frontend view template","false"
"General Information","General Information","true"
"General Settings","General Settings","true"
"General description","General description","false"
"Global","Global","true"
"Help","Help","true"
"Here are some examples: ""Article"", ""Testimonial"", ""Post"".","Here are some examples: ""Article"", ""Testimonial"", ""Post"".","false"
"If 2 entities are siblings then a new table will be created to hold the ids of the related entities","If 2 entities are siblings then a new table will be created to hold the ids of the related entities","false"
"If set to ""Yes"" then the entity will behave as a tree. Just like the product categories to. All the required columns will be added in the table (path, level, childred_count, parent_id).","If set to ""Yes"" then the entity will behave as a tree. Just like the product categories to. All the required columns will be added in the table (path, level, childred_count, parent_id).","false"
"If this is enabled in the entity list page in front-end where will be a link to the RSS feed.","If this is enabled in the entity list page in front-end where will be a link to the RSS feed.","false"
"If this is set to ""yes"" then you wil manage the entities like categories. In the form of a tree. The columns ""parent_id"", ""path"" and ""level"" will be added to the table automatically.","If this is set to ""yes"" then you wil manage the entities like categories. In the form of a tree. The columns ""parent_id"", ""path"" and ""level"" will be added to the table automatically.","false"
"If you choose to install it directly, backup your Mangeto instance first, just in case.","If you choose to install it directly, backup your Mangeto instance first, just in case.","false"
"If you decide to create a list page of your entities you can set the main layout from here.","If you decide to create a list page of your entities you can set the main layout from here.","false"
"If you decide to create a view page of your entities you can set the main layout from here.","If you decide to create a view page of your entities you can set the main layout from here.","false"
"If you disable the RSS feeds in Magento this will also be disabled.","If you disable the RSS feeds in Magento this will also be disabled.","false"
"If you don\'t have a default Magento RSS feed enabled but you have enabled the one for your entity then in the RSS list page the message ""There are no RSS feeds"" will appear and below it the link to the RSS feed of your entity.","If you don\'t have a default Magento RSS feed enabled but you have enabled the one for your entity then in the RSS list page the message ""There are no RSS feeds"" will appear and below it the link to the RSS feed of your entity.","false"
"If you want to use URL keys set ""Create URL rewrites for entity view page"" to ""Yes""","If you want to use URL keys set ""Create URL rewrites for entity view page"" to ""Yes"""
"Image","Image","true"
"In the example above for the author entity you can add the attribute ""name"" to behave as name and for the testimonial entity you can add the attribute ""title"" to behave as name.","In the example above for the author entity you can add the attribute ""name"" to behave as name and for the testimonial entity you can add the attribute ""title"" to behave as name.","false"
"In this tab you can set the relations between your entities","In this tab you can set the relations between your entities","false"
"Include ""Status"" field","Include ""Status"" field","false"
"Insert here","Insert here","false"
"Install new extension on the current instance.","Install new extension on the current instance.","false"
"Install script","Install script","false"
"Integer","Integer","true"
"Is child of","Is child of","false"
"Is name","Is name","false"
"Is parent for","Is parent for","false"
"Is required","Is required","false"
"Is sibling with","Is sibling with","false"
"It allows you to create relations between entities.","It allows you to create relations between entities.","false"
"Known issues:","Known issues:","false"
"License","License","true"
"Link ""many to many"" with products","Link ""many to many"" with products","false"
"Link widget","Link widget","false"
"Manage modules","Manage modules","false"
"Menu item","Menu item","false"
"Menu sort order","Menu sort order","false"
"Module","Module","false"
"Module RSS block.","Module RSS block.","false"
"Module base admin controller.","Module base admin controller.","false"
"Module creator","Module creator","false"
"Module declaration xml","Module declaration xml","false"
"Module default helper.","Module default helper.","false"
"Module information","Module information","false"
"Module name","Module name","false"
"Module setup model.","Module setup model.","false"
"Module translation file","Module translation file","false"
"Name settings","Name settings","false"
"Namespace","Namespace","false"
"No","No","true"
"Note","Note","false"
"Now this is to obvious!!! I can\' belive you clicked the tooltip.","Now this is to obvious!!! I can\' belive you clicked the tooltip.","false"
"Position","Position","true"
"Product helper","Product helper","false"
"Product list on entity page","Product list on entity page","false"
"Relation types","Relation types","false"
"Relations","Relations","false"
"Remove entity","Remove entity","false"
"Remove field","Remove field","false"
"Reset","Reset","true"
"Same as above. This is used for a list of entities. For example if you put here ""articles"" all your variables related to article lists will be names $articles or $_articles","Same as above. This is used for a list of entities. For example if you put here ""articles"" all your variables related to article lists will be names $articles or $_articles","false"
"Save","Save","true"
"Save and Continue Edit","Save and Continue Edit","true"
"See current menus sort order <a href=""#"" onclick=""%s"">here</a>","See current menus sort order <a href=""#"" onclick=""%s"">here</a>","false"
"Select a codepool","Select a codepool","false"
"Select action","Select action","false"
"Select scope","Select scope","false"
"Select type","Select type","false"
"Settings","Settings","true"
"Settings Tab","Settings Tab","false"
"Show associated entities on product page","Show associated entities on product page","false"
"Show associated product on entity page","Show associated product on entity page","false"
"Show in frontend","Show in frontend","false"
"Show in rss","Show in rss","false"
"Show in widget","Show in widget","false"
"Sort order","Sort order","false"
"Store View","Store View","true"
"System xml","System xml","false"
"Text","Text","true"
"Textarea","Textarea","false"
"The Module Creator also gives you the posibility to use any entity as a widget in the CMS pages and blocks. This allows you to include the attribute in the widget. Is available for all attribute types.","The Module Creator also gives you the posibility to use any entity as a widget in the CMS pages and blocks. This allows you to include the attribute in the widget. Is available for all attribute types.","false"
"The attribute marked this way will be used in lists and dropdowns.","The attribute marked this way will be used in lists and dropdowns.","false"
"The attribute set to behave as ""Name"" will be included by default. Also the ""Status"" attribute if you choose to create one.","The attribute set to behave as ""Name"" will be included by default. Also the ""Status"" attribute if you choose to create one.","false"
"The attribute set to behave as ""Name"" will be required by default.","The attribute set to behave as ""Name"" will be required by default.","false"
"The following files already exist. They were NOT overwritten. The extension was not installed. You can download it from the list of extensions and install it manually: %s","The following files already exist. They were NOT overwritten. The extension was not installed. You can download it from the list of extensions and install it manually: %s","false"
"There are entities without attribtues. Add attributes or remove them before continuing.","There are entities without attribtues. Add attributes or remove them before continuing.","false"
"There are some naming restriction. For example the code cannot be: ""data"", ""child""","There are some naming restriction. For example the code cannot be: ""data"", ""child""","false"
"There are some naming restriction. For example the code cannot be: ""resource"", ""setup"", ""adminhtml""","There are some naming restriction. For example the code cannot be: ""resource"", ""setup"", ""adminhtml""","false"
"There is no way of avoiding this without overwriting core behavior","There is no way of avoiding this without overwriting core behavior","false"
"This Magento codepools are ""local"", ""community"" and ""core"" but you shouldn\'t touch the ""core"".","This Magento codepools are ""local"", ""community"" and ""core"" but you shouldn\'t touch the ""core"".","false"
"This allows you to create a frontend list page for your entity.","This allows you to create a frontend list page for your entity.","false"
"This allows you to create a frontend skeleton for your entity.","This allows you to create a frontend skeleton for your entity.","false"
"This allows you to create a frontend view page for your entity.","This allows you to create a frontend view page for your entity.","false"
"This allows you to create an archive with your extension located in var/modulecreator folder of your current instance so you can edit it later or install it later manually by copying the ""app"" folder in the archive over the ""app"" folder of your instance and the ""skin"" folder in the archive over the ""skin"" folder of your instance.","This allows you to create an archive with your extension located in var/modulecreator folder of your current instance so you can edit it later or install it later manually by copying the ""app"" folder in the archive over the ""app"" folder of your instance and the ""skin"" folder in the archive over the ""skin"" folder of your instance.","false"
"This allows you to create an archive with your extension located in var/modulecreator folder of your current instance so you can edit it later or install it later manually by copying the "app" folder in the archive over the "app" folder of your instance and the "skin" folder in the archive over the "skin" folder of your instance. If you choose to install it directly please backup first. If you choose to install it you will be able to edit later but you will have to install the modified version manually.","This allows you to create an archive with your extension located in var/modulecreator folder of your current instance so you can edit it later or install it later manually by copying the "app" folder in the archive over the "app" folder of your instance and the "skin" folder in the archive over the "skin" folder of your instance. If you choose to install it directly please backup first. If you choose to install it you will be able to edit later but you will have to install the modified version manually."
"This allows you to decide if you generate or not the frontend files for listing your entities.","This allows you to decide if you generate or not the frontend files for listing your entities.","false"
"This allows you to decide if you generate or not the frontend files for the entity.","This allows you to decide if you generate or not the frontend files for the entity.","false"
"This allows you to decide if you generate or not the frontend files for viewing your entities.","This allows you to decide if you generate or not the frontend files for viewing your entities.","false"
"This allows you to display the attribute as a column in the admin grid of the entity. Is available for attributes with type Text, Int, Decimal, Yes/No and Timestamp.","This allows you to display the attribute as a column in the admin grid of the entity. Is available for attributes with type Text, Int, Decimal, Yes/No and Timestamp.","false"
"This allows you to generate the code to show the attribute value in the frontend. Is available for all attribute types.","This allows you to generate the code to show the attribute value in the frontend. Is available for all attribute types.","false"
"This allows you to include the attribute in the rss feed for the entity, if you chose to create one. Is available for all attribute types.","This allows you to include the attribute in the rss feed for the entity, if you chose to create one. Is available for all attribute types.","false"
"This allows you to select the layout of the list page.","This allows you to select the layout of the list page.","false"
"This allows you to select the layout of the view page.","This allows you to select the layout of the view page.","false"
"This allows you to use a WYSIWYG editor for the attribute. It is available only for Textarea attributes.","This allows you to use a WYSIWYG editor for the attribute. It is available only for Textarea attributes.","false"
"This could have been autogenerated from the singular form, but it\'s safer if you input it manually.","This could have been autogenerated from the singular form, but it\'s safer if you input it manually.","false"
"This extension generates the sourse code for a simple Magento extension.","This extension generates the sourse code for a simple Magento extension.","false"
"This is a required field.","This is a required field.","true"
"This is the attribute code. It will be used in the code and in the database.","This is the attribute code. It will be used in the code and in the database.","false"
"This is the attribute code. It will be used in the logic of the extension. Use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","This is the attribute code. It will be used in the logic of the extension. Use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","false"
"This is the attribute label that will be visible in the back-end in the add/edit form and in some cases in frontend.","This is the attribute label that will be visible in the back-end in the add/edit form and in some cases in frontend.","false"
"This is the attribute label. It will be used for the admin form and the frontend listing.","This is the attribute label. It will be used for the admin form and the frontend listing.","false"
"This is the attribute type. You can choose from the available options: Text, Int, Decimal Textarea, Yes/No, Timestamp, File, Image, Website.","This is the attribute type. You can choose from the available options: Text, Int, Decimal Textarea, Yes/No, Timestamp, File, Image, Website.","false"
"This is the code (singular) of your entity. This is how the variables relating to your entities will be named.","This is the code (singular) of your entity. This is how the variables relating to your entities will be named.","false"
"This is the code (singular) of your entity. This is how the variables relating to your entity will be named.","This is the code (singular) of your entity. This is how the variables relating to your entity will be named.","false"
"This is the code folder in which your extension will be installed. If you don\'t know what goes here, choose ""local""","This is the code folder in which your extension will be installed. If you don\'t know what goes here, choose ""local""","false"
"This is the code of the entity. It will be used in the code to make it more human readable. For example, if you put ""article"" here all variables related to your entity will be named $article or $_article. It is also used for naming some generated files.","This is the code of the entity. It will be used in the code to make it more human readable. For example, if you put ""article"" here all variables related to your entity will be named $article or $_article. It is also used for naming some generated files.","false"
"This is the folder name of your new extension. Your company name could go here. Use only letters and numbers. Start with a capital letter.","This is the folder name of your new extension. Your company name could go here. Use only letters and numbers. Start with a capital letter.","false"
"This is the label (plural) that will appear through the website for your entity.","This is the label (plural) that will appear through the website for your entity.","false"
"This is the label (singular) that will appear through the website for your entity.","This is the label (singular) that will appear through the website for your entity.","false"
"This is the label of the entity (noun) in plural form. It will appear all over the module. As an example, if you set this label to ""Article"", in the admin for you will see the button ""Delete Articles""","This is the label of the entity (noun) in plural form. It will appear all over the module. As an example, if you set this label to ""Article"", in the admin for you will see the button ""Delete Articles""","false"
"This is the label of the entity (noun) in singular form. It will appear all over the module. As an example, if you set this label to ""Article"", in the admin for you will see the button ""Add Article""","This is the label of the entity (noun) in singular form. It will appear all over the module. As an example, if you set this label to ""Article"", in the admin for you will see the button ""Add Article""","false"
"This is the name of the design interface (package) of your mangento instance. If you don\'t know what goes here put ""base"".","This is the name of the design interface (package) of your mangento instance. If you don\'t know what goes here put ""base"".","false"
"This is the name of the theme of your mangento instance for the layout files. If you don\'t know what goes here put ""default"".","This is the name of the theme of your mangento instance for the layout files. If you don\'t know what goes here put ""default"".","false"
"This is the name of the theme of your mangento instance for the template files. If you don\'t know what goes here put ""default"".","This is the name of the theme of your mangento instance for the template files. If you don\'t know what goes here put ""default"".","false"
"This is your extension name. Start with a capital letter.","This is your extension name. Start with a capital letter.","false"
"This is your extension name. You cannot name your extension with an existing name, not even under a different namespace.","This is your extension name. You cannot name your extension with an existing name, not even under a different namespace.","false"
"This means that there is a many to many relation between your entities.","This means that there is a many to many relation between your entities.","false"
"This means that there is a one to many relation between your entities but the other way around.","This means that there is a one to many relation between your entities but the other way around.","false"
"This means that there is a one to many relation between your entities.","This means that there is a one to many relation between your entities.","false"
"This means that there is no relation between your entities","This means that there is no relation between your entities","false"
"This sets the attribute as required in the admin add/edit form. Is available for all the attribute types.","This sets the attribute as required in the admin add/edit form. Is available for all the attribute types.","false"
"This sets the position of the attribute in the admin add/edit form.","This sets the position of the attribute in the admin add/edit form.","false"
"This sets the position of your extension menu in the entire admin menu.","This sets the position of your extension menu in the entire admin menu.","false"
"This tab appears when you have 2 or more entities","This tab appears when you have 2 or more entities","false"
"This type of relation cannot be set between 2 tree-bahaving entities.","This type of relation cannot be set between 2 tree-bahaving entities.","false"
"This will add a colum with the creation date of the entity to the admin grid.","This will add a colum with the creation date of the entity to the admin grid.","false"
"This will add a colum with the last update date of the entity to the admin grid.","This will add a colum with the last update date of the entity to the admin grid.","false"
"This will add a comment under the field in the admin add/edit form.","This will add a comment under the field in the admin add/edit form.","false"
"This will add a field that behaves a status. With it you will be able to decide what entities to show on frontend.","This will add a field that behaves a status. With it you will be able to decide what entities to show on frontend.","false"
"This will add a view widget and a link widget that you will be able to use in CMS pages and blocks.","This will add a view widget and a link widget that you will be able to use in CMS pages and blocks.","false"
"This will add an RSS feed with your entities to the list or Magento RSS feeds. You will be able to decide which entities appear in the RSS feed.","This will add an RSS feed with your entities to the list or Magento RSS feeds. You will be able to decide which entities appear in the RSS feed.","false"
"This will add automatically the Meta title, Meta keywords and Meta description fields that will be used on frontend.","This will add automatically the Meta title, Meta keywords and Meta description fields that will be used on frontend.","false"
"This will add to your entity 3 attributes. ""Meta title"", ""Meta Description"" and ""Meta Keywords"" and the logic to use them in the entity pages.","This will add to your entity 3 attributes. ""Meta title"", ""Meta Description"" and ""Meta Keywords"" and the logic to use them in the entity pages.","false"
"This will add to your entity a ""Status"" field that will allow you to activate and deactivate the entities in the frontend. If you choose not to create the frontend files for your entity then is useless to set this to ""Yes"" but you can still do it.","This will add to your entity a ""Status"" field that will allow you to activate and deactivate the entities in the frontend. If you choose not to create the frontend files for your entity then is useless to set this to ""Yes"" but you can still do it.","false"
"This will add your attribute to the admin grid.","This will add your attribute to the admin grid.","false"
"This will allow you to link your entity to the products. It will add a new tab in the product edit form with your entities and a tab in the entity edit form with the product.","This will allow you to link your entity to the products. It will add a new tab in the product edit form with your entities and a tab in the entity edit form with the product.","false"
"This will allow you to use WYSIWYG editors for texareas.","This will allow you to use WYSIWYG editors for texareas.","false"
"This will allow you to fill in a SEF url key for your entities.","This will allow you to fill in a SEF url key for your entities."
"This will be added as a small comment under the input in the admin add/edit form.","This will be added as a small comment under the input in the admin add/edit form.","false"
"This will create a new attribute for your entity called ""Show in Feed"" and will also create the logic for viewing your entities as RSS feeds.","This will create a new attribute for your entity called ""Show in Feed"" and will also create the logic for viewing your entities as RSS feeds.","false"
"This will create the code that will allow you to include widgets of your entities in the static pages and static blocks.","This will create the code that will allow you to include widgets of your entities in the static pages and static blocks.","false"
"This will create the files needed for the SOAP API for the custom entity.","This will create the files needed for the SOAP API for the custom entity.","false"
"This will determine the input type of the attribute.","This will determine the input type of the attribute.","false"
"This will determine the position in the admin add/edit form.","This will determine the position in the admin add/edit form.","false"
"This will display the list of associated entities on the related product page. It may not be displayed if the design is not compatible but can be fixed from the layout xml of the entity.","This will display the list of associated entities on the related product page. It may not be displayed if the design is not compatible but can be fixed from the layout xml of the entity.","false"
"This will display the list of associated products on the related entity page.","This will display the list of associated products on the related entity page.","false"
"This will display this attribute in the rss feed.","This will display this attribute in the rss feed.","false"
"This will display this attribute in the view widget.","This will display this attribute in the view widget.","false"
"This will display this attribute on frontend.","This will display this attribute on frontend.","false"
"Timestamp","Timestamp","false"
"To add a new entity click on ""Add Entity""","To add a new entity click on ""Add Entity""","false"
"Top","Top","false"
"Tree collapsed image (gif)","Tree collapsed image (gif)","false"
"Tree collapsed image (png)","Tree collapsed image (png)","false"
"Tree css file","Tree css file","false"
"Tree edit template","Tree edit template","false"
"Tree edit tree template","Tree edit tree template","false"
"Tree entity admin block.","Tree entity admin block.","false"
"Tree entity frontend children list block.","Tree entity frontend children list block.","false"
"Tree entity frontend list block.","Tree entity frontend list block.","false"
"Tree expanded image (gif)","Tree expanded image (gif)","false"
"Tree expanded image (png)","Tree expanded image (png)","false"
"Tree js file","Tree js file","false"
"Tree line image 1 (gif)","Tree line image 1 (gif)","false"
"Tree line image 1 (png)","Tree line image 1 (png)","false"
"Tree line image 2 (gif)","Tree line image 2 (gif)","false"
"Tree sibling template","Tree sibling template","false"
"Tree tab for product","Tree tab for product","false"
"Try to use a noun in singular form.","Try to use a noun in singular form.","false"
"Ultimate module creator","Ultimate module creator","false"
"Ultimate Module Creator v%s","Ultimate Module Creator v%s"
"Use WYSIWYG editor","Use WYSIWYG editor","false"
"Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} as placeholder for current year.","Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} as placeholder for current year.","false"
"Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} for current year","Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} for current year","false"
"Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} for current year.","Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} for current year.","false"
"Use DDL for install script","Use DDL for install script"
"View widget","View widget","false"
"WISIWYG helper block.","WISIWYG helper block.","false"
"Website","Website","true"
"When using the global admin search Magento searches on products, customers and orders. This can make it search in your entities also.","When using the global admin search Magento searches on products, customers and orders. This can make it search in your entities also."
"While in BETA version this is disabled. It\'s for your own safety.","While in BETA version this is disabled. It\'s for your own safety.","false"
"Widget xml","Widget xml","false"
"Yes","Yes","true"
"Yes/No","Yes/No","true"
"You are editing the module: %s","You are editing the module: %s","false"
"You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default Action.","You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default Action.","false"
"You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default Codepool.","You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default Codepool.","false"
"You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default License.","You can change the default value from <a href=""%s"">System->Configuration->Module Creator</a>->Settings->Default License.","false"
"You can change the default value from <a href=""%s"">System->Configuration->Module creator</a>->Settings->Default Namespace.","You can change the default value from <a href=""%s"">System->Configuration->Module creator</a>->Settings->Default Namespace.","false"
"You can configure it to create back-end and frontend files.","You can configure it to create back-end and frontend files.","false"
"You can create one or more entities under the same extension.","You can create one or more entities under the same extension.","false"
"You can create tree-behaving entities.","You can create tree-behaving entities.","false"
"You can make relations between entities - many to many or one to many","You can make relations between entities - many to many or one to many","false"
"You can see the order of the current menus by clicking the link under the field.","You can see the order of the current menus by clicking the link under the field.","false"
"Your extension archive was not created or is not readable","Your extension archive was not created or is not readable","false"
"Your extension has been created!","Your extension has been created!","false"
"entity - product model","entity - product model","false"
"entity - product relation resource model collection","entity - product relation resource model collection","false"
"or <a href=""#"" onclick=""%s"">here</a>","or <a href=""#"" onclick=""%s"">here</a>","false"
